"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-66.09","43.83","YARMOUTH A","8206500","1944-01","1944","01","1.2","","-4.6","","-1.7","","6.7","","-11.7","","28.2","","11.7","","39.9","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1944-02","1944","02","-0.2","","-6.8","","-3.5","","6.1","","-15.0","","85.1","","65.3","","150.4","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1944-03","1944","03","1.7","","-4.1","","-1.2","","9.4","","-12.2","","114.8","","17.5","","132.3","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1944-04","1944","04","6.9","","0.4","","3.7","","16.1","","-1.7","S","126.2","","2.3","","128.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1944-05","1944","05","15.1","","6.3","","10.7","","20.6","","1.7","","17.3","","0.0","","17.3","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1944-06","1944","06","17.3","","9.7","","13.5","","23.9","","3.3","","128.3","","0.0","","128.3","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1944-07","1944","07","21.8","","13.0","","17.4","","26.7","","10.0","S","75.2","","0.0","","75.2","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1944-08","1944","08","21.8","","13.8","","17.8","","26.1","S","8.9","","25.1","","0.0","","25.1","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1944-09","1944","09","18.9","","11.1","","15.0","","22.8","S","3.9","","125.5","","0.0","","125.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1944-10","1944","10","12.8","","6.4","","9.6","","20.6","","-2.2","","157.2","","0.0","T","157.2","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1944-11","1944","11","8.4","","2.2","","5.3","","17.8","","-2.8","","109.5","","10.9","","120.4","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1944-12","1944","12","3.8","","-4.4","","-0.3","","10.6","","-13.3","","53.1","","40.6","","93.7","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1945-01","1945","01","0.2","","-6.2","","-3.0","","11.7","","-15.6","","88.9","","90.9","","179.8","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1945-02","1945","02","0.7","","-5.3","","-2.3","","7.2","","-10.6","","79.2","","31.5","","110.7","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1945-03","1945","03","5.8","","-0.8","","2.5","","16.1","","-8.3","","62.0","","31.8","","93.7","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1945-04","1945","04","9.9","","2.9","","6.4","","18.9","","-2.8","","69.1","","0.0","T","69.1","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1945-05","1945","05","12.6","","4.9","","8.8","","16.7","S","-1.1","","217.2","","0.0","T","217.2","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1945-06","1945","06","16.8","","8.7","","12.8","","22.2","","1.7","","172.5","","0.0","","172.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1945-07","1945","07","21.3","","12.7","","17.0","","27.8","","8.9","","35.6","","0.0","","35.6","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1945-08","1945","08","21.1","","12.8","","17.0","","27.2","","10.0","","73.2","","0.0","","73.2","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1945-09","1945","09","18.2","","10.9","","14.6","","25.0","","2.2","","34.0","","0.0","","34.0","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1945-10","1945","10","12.4","","5.6","","9.0","","18.9","","0.0","","135.1","","0.0","","135.1","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1945-11","1945","11","8.2","","2.2","","5.2","","16.7","","-5.0","","152.9","","16.5","","169.4","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1945-12","1945","12","1.1","","-4.2","","-1.6","","12.2","","-11.1","","65.0","","71.1","","136.1","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1946-01","1946","01","0.8","","-6.6","","-2.9","","8.9","","-16.1","","61.0","","43.9","","104.9","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1946-02","1946","02","0.2","","-7.7","","-3.8","","9.4","","-13.9","S","131.6","","53.1","","184.7","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1946-03","1946","03","6.7","","-0.8","","3.0","","13.9","S","-6.1","S","48.8","","1.8","","50.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1946-04","1946","04","6.4","","0.6","","3.5","","16.7","S","-9.4","","142.0","","29.5","","171.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1946-05","1946","05","13.2","","5.0","","9.1","","18.9","","-1.7","S","126.2","","0.0","","126.2","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1946-06","1946","06","16.7","","8.6","","12.7","","23.3","","4.4","S","77.0","","0.0","","77.0","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1946-07","1946","07","20.1","","11.9","","16.0","","25.0","S","7.8","","42.2","","0.0","","42.2","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1946-08","1946","08","19.4","","13.1","","16.3","","24.4","","9.4","","93.7","","0.0","","93.7","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1946-09","1946","09","19.3","","11.4","","15.4","","25.6","","5.0","S","116.6","","0.0","","116.6","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1946-10","1946","10","15.1","","6.7","","10.9","","21.1","","-0.6","S","50.0","","0.0","","50.0","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1946-11","1946","11","8.9","","1.6","","5.3","","13.3","","-6.1","","52.6","","0.0","T","52.6","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1946-12","1946","12","4.7","","-3.8","","0.5","","12.2","S","-15.0","","142.5","","34.5","","177.0","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1947-01","1947","01","2.1","","-6.3","","-2.1","","11.7","","-14.4","","101.1","","21.6","","122.7","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1947-02","1947","02","1.6","","-3.7","","-1.1","","10.0","","-10.0","","41.9","","20.6","","62.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1947-03","1947","03","3.8","","-1.7","","1.1","","11.1","","-6.7","","112.8","","32.8","","145.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1947-04","1947","04","6.9","","0.4","","3.7","","11.7","","-2.8","S","131.1","","13.5","","144.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1947-05","1947","05","14.2","","6.4","","10.3","","20.0","S","-1.1","","151.6","","0.0","","151.6","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1947-06","1947","06","16.9","","8.2","","12.6","","23.9","","3.9","","144.8","","0.0","","144.8","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1947-07","1947","07","21.6","","14.6","","18.1","","25.0","S","11.1","","56.1","","0.0","","56.1","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1947-08","1947","08","22.6","","13.3","","18.0","","28.3","","7.2","","5.6","","0.0","","5.6","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1947-09","1947","09","18.9","","10.4","","14.7","","25.6","","2.2","S","101.9","","0.0","","101.9","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1947-10","1947","10","14.6","","7.7","","11.2","","20.0","S","2.2","S","22.9","","0.0","","22.9","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1947-11","1947","11","7.6","","1.7","","4.7","","13.3","S","-6.1","","110.5","","1.8","","112.3","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1947-12","1947","12","1.3","","-4.2","","-1.5","","10.0","","-12.8","","41.4","","62.0","","103.4","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1948-01","1948","01","-0.9","","-6.9","","-3.9","","7.2","","-17.2","","128.8","","121.2","","249.9","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1948-02","1948","02","-1.5","","-9.8","","-5.7","","8.9","","-18.3","S","66.5","","44.5","","111.0","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1948-03","1948","03","2.5","","-5.6","","-1.6","","11.7","","-17.2","","94.5","","50.0","","144.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1948-04","1948","04","7.6","","0.2","","3.9","","14.4","","-3.9","","117.1","","0.8","","117.9","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1948-05","1948","05","13.1","","5.3","","9.2","","20.6","","1.1","S","245.9","","0.0","","245.9","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1948-06","1948","06","16.1","","9.1","","12.6","","21.7","S","6.1","","136.7","","0.0","","136.7","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1948-07","1948","07","19.9","","12.2","","16.1","","26.1","","8.9","","54.9","","0.0","","54.9","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1948-08","1948","08","21.2","","12.7","","17.0","","29.4","","8.3","","26.2","","0.0","","26.2","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1948-09","1948","09","17.8","","9.7","","13.8","","24.4","","3.9","","21.1","","0.0","","21.1","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1948-10","1948","10","13.4","","6.3","","9.9","","19.4","S","-1.1","","156.0","","0.0","","156.0","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1948-11","1948","11","9.7","","3.8","","6.8","","16.1","S","-2.8","","190.0","","0.0","","190.0","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1948-12","1948","12","4.2","","-1.9","","1.2","","11.7","","-11.1","","77.2","","24.1","","101.3","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1949-01","1949","01","2.2","","-4.8","","-1.3","","10.0","","-12.8","","116.8","","21.8","","138.7","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1949-02","1949","02","1.9","","-5.1","","-1.6","","7.8","","-14.4","","55.6","","29.7","","85.3","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1949-03","1949","03","3.9","","-1.6","","1.2","","11.1","","-7.2","S","49.5","","34.0","","83.6","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1949-04","1949","04","9.8","","2.6","","6.2","","16.7","","-1.7","","116.8","","0.0","T","116.8","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1949-05","1949","05","13.6","","6.2","","9.9","","20.6","","1.7","","76.5","","0.0","","76.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1949-06","1949","06","17.7","","10.6","","14.2","","24.4","","6.7","S","50.0","","0.0","","50.0","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1949-07","1949","07","21.7","","14.1","","17.9","","27.2","","9.4","","27.2","","0.0","","27.2","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1949-08","1949","08","22.2","","14.1","","18.2","","27.8","","8.9","","60.5","","0.0","","60.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1949-09","1949","09","17.7","","10.6","","14.2","","23.3","","3.9","","132.3","","0.0","","132.3","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1949-10","1949","10","14.7","","6.5","","10.6","","19.4","S","0.0","","52.8","","0.0","","52.8","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1949-11","1949","11","8.7","","1.5","","5.1","","13.3","S","-5.0","S","132.1","","3.8","","135.9","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1949-12","1949","12","5.0","","-1.6","","1.7","","13.9","","-8.9","","112.0","","31.8","","143.8","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1950-01","1950","01","3.2","","-5.6","","-1.2","","12.8","","-16.7","","141.2","","56.4","","197.6","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1950-02","1950","02","-0.6","","-7.8","","-4.2","","6.7","","-17.2","","52.6","","38.6","","91.2","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1950-03","1950","03","2.1","","-4.6","","-1.3","","11.7","","-15.0","","88.9","","24.6","","113.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1950-04","1950","04","6.9","","1.1","","4.0","","13.9","","-7.2","","99.1","","6.4","","105.4","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1950-05","1950","05","14.1","","4.8","","9.5","","24.4","","-1.7","","51.8","","0.0","","51.8","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1950-06","1950","06","17.3","","9.4","","13.4","","23.9","","4.4","","88.4","","0.0","","88.4","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1950-07","1950","07","19.9","","12.1","","16.0","","24.4","","9.4","","79.8","","0.0","","79.8","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1950-08","1950","08","20.3","","12.7","","16.5","","24.4","","9.4","S","112.8","","0.0","","112.8","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1950-09","1950","09","15.6","","8.5","","12.1","","24.4","","1.7","","91.9","","0.0","","91.9","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1950-10","1950","10","13.5","","5.4","","9.5","","20.6","","-1.7","","50.3","","0.0","","50.3","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1950-11","1950","11","11.4","","4.0","","7.7","","17.2","","-2.8","","291.8","","0.0","","291.8","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1950-12","1950","12","5.8","","-1.0","","2.4","","16.1","","-11.7","","176.0","","28.4","","204.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1951-01","1951","01","4.2","","-3.4","","0.4","","12.2","","-21.1","","115.6","","21.6","","137.2","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1951-02","1951","02","3.2","","-4.7","","-0.8","","11.1","","-15.0","","61.0","","25.7","","86.6","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1951-03","1951","03","5.3","","-1.8","","1.8","","11.1","","-8.9","","57.4","","8.1","","65.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1951-04","1951","04","10.2","","3.8","","7.0","","15.6","","-1.1","","90.2","","0.0","","90.2","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1951-05","1951","05","14.3","","6.0","","10.2","","21.1","","-1.1","S","134.9","","0.5","","135.4","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1951-06","1951","06","18.2","","9.5","","13.9","","21.7","S","5.6","S","26.4","","0.0","","26.4","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1951-07","1951","07","21.6","","13.7","","17.7","","25.0","S","11.1","","105.4","","0.0","","105.4","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1951-08","1951","08","21.1","","14.1","","17.6","","25.0","S","10.0","S","131.8","","0.0","","131.8","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1951-09","1951","09","18.4","","11.4","","14.9","","23.3","","4.4","","96.5","","0.0","","96.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1951-10","1951","10","14.8","","7.4","","11.1","","22.8","","1.1","S","65.5","","0.0","","65.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1951-11","1951","11","9.2","","1.8","","5.5","","18.3","","-5.6","S","177.5","","15.0","","192.5","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1951-12","1951","12","4.2","","-3.2","","0.5","","13.3","","-12.8","","105.4","","59.4","","164.8","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1952-01","1952","01","2.5","","-5.5","","-1.5","","8.9","","-16.1","","165.1","","102.9","","268.0","","10","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1952-02","1952","02","1.1","","-4.5","","-1.7","","8.9","","-10.0","","27.7","","102.1","","129.8","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1952-03","1952","03","3.4","","-2.6","","0.4","","8.9","","-9.4","","43.2","","21.3","","64.5","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1952-04","1952","04","9.6","","2.3","","6.0","","13.9","","-2.2","","49.3","","0.0","T","49.3","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1952-05","1952","05","13.3","","5.0","","9.2","","22.2","","0.0","","102.4","","0.0","","102.4","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1952-06","1952","06","17.9","","9.9","","13.9","","22.8","","7.8","S","118.6","","0.0","","118.6","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1952-07","1952","07","22.4","","13.7","","18.1","","25.6","S","9.4","","24.6","","0.0","","24.6","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1952-08","1952","08","21.1","","13.1","","17.1","","25.6","","7.2","","259.8","","0.0","","259.8","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1952-09","1952","09","18.1","","9.3","","13.7","","21.7","S","2.2","","51.1","","0.0","","51.1","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1952-10","1952","10","13.6","","6.8","","10.2","","22.8","","1.1","","101.6","","0.0","T","101.6","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1952-11","1952","11","8.5","","2.3","","5.4","","14.4","S","-5.0","","35.6","","2.8","","38.4","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1952-12","1952","12","3.6","","-1.8","","0.9","","9.4","","-10.6","","93.7","","4.6","","98.3","","","M","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1953-01","1953","01","4.2","","-3.9","","0.2","","11.1","","-11.7","","106.2","","43.2","","149.4","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1953-02","1953","02","2.4","","-4.6","","-1.1","","10.6","","-11.7","","161.3","","34.8","","196.1","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1953-03","1953","03","5.1","","-1.8","","1.7","","14.4","S","-11.7","S","252.2","","9.4","","261.6","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1953-04","1953","04","10.1","","3.0","","6.6","","14.4","S","-1.1","","88.4","","0.0","","88.4","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1953-05","1953","05","13.9","","6.2","","10.1","","19.4","S","1.1","","87.4","","0.0","T","87.4","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1953-06","1953","06","18.4","","9.8","","14.1","","24.4","","5.6","S","22.9","","0.0","","22.9","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1953-07","1953","07","20.9","","12.6","","16.8","","23.9","S","8.3","","148.6","","0.0","","148.6","","","","","","",""
"-66.09","43.83","YARMOUTH A","8206500","1953-08","1953","08","19.7","","12.3","","16.0","","26.1","","8.9","S","127.8","","0.0","","127.8","","","","","","",""
